"","UKC11","UKC12","UKC13","UKC22","UKD12","UKD33","UKD34","UKD35","UKD36","UKD37","UKD42","UKD45","UKD46","UKD47","UKD61","UKD62","UKD63","UKD71","UKD72","UKD73","UKD74","UKE11","UKE12","UKE13","UKE21","UKE22","UKE31","UKE32","UKE41","UKE42","UKE44","UKF11","UKF12","UKF13","UKF14","UKF15","UKF16","UKF21","UKF22","UKF24","UKF25","UKF30","UKG11","UKG12","UKG13","UKG22","UKG23","UKG24","UKG31","UKG33","UKG36","UKG37","UKG38","UKG39","UKH11","UKH12","UKH14","UKH15","UKH16","UKH17","UKH21","UKH23","UKH24","UKH31","UKH34","UKH35","UKH36","UKH37","UKI31","UKI32","UKI33","UKI34","UKI41","UKI42","UKI43","UKI44","UKI45","UKI51","UKI52","UKI53","UKI54","UKI62","UKI63","UKI72","UKI73","UKI74","UKJ11","UKJ12","UKJ13","UKJ14","UKJ21","UKJ22","UKJ25","UKJ26","UKJ27","UKJ31","UKJ32","UKJ34","UKJ36","UKJ37","UKJ41","UKJ43","UKJ45","UKJ46","UKK11","UKK12","UKK13","UKK14","UKK15","UKK21","UKK22","UKK23","UKK30","UKK41","UKK42","UKK43","UKI61","UKD41","UKI71","UKC14","UKC21","UKG32","UKC23","UKD11","UKH32","UKJ44","UKE45","UKG21","UKJ28","UKI75","UKD44","UKJ35","UKH25"
"UKD73",8.69320993433283e-05,8.56274350301837e-05,0,2.38298978563924e-05,0.000237539094976048,0.000488015687058471,0.000724324932915502,0.000252004754238946,0.00302541410748711,0.000288625451353082,0.000411452569450356,0.00334439725184371,0.000347313708112769,0.04990508115134,0.00366607973271931,0.000494357872111768,0.00263139387688124,0.0206692913385827,0.0402044008178819,0.649978245540336,0.0121027026003773,4.81632596894158e-05,3.16776482513938e-05,8.4456911893343e-05,5.17942387541759e-05,6.15348851519741e-05,3.08281142916766e-05,3.69789435732137e-05,0.000233532322332988,0.000100421313054314,8.91199405867063e-05,1.45833181423769e-05,3.46533967259471e-05,5.79461564314439e-05,2.57530182537393e-05,4.96919101570264e-05,2.79476373067421e-05,1.48686356044348e-05,5.35727678906258e-06,9.5071041836012e-06,3.40201626163773e-05,1.90568493038805e-05,2.16515827306976e-05,2.05738739233006e-05,3.1078528535269e-05,5.85964204097843e-05,0.000156132668158601,0.000121914876324131,4.64205735982187e-05,9.47579880983967e-06,3.72051491926483e-05,3.44746352870875e-05,2.76715114871362e-05,4.33610603224618e-05,0.000158586527608049,5.86709848511517e-06,2.72000783362256e-05,5.22873083016559e-06,2.61723009814613e-05,1.51823399022257e-05,8.43575748884371e-06,1.10881428152795e-05,1.12110136998587e-05,2.10619431748773e-05,4.08535115635864e-06,0,0,1.08978760039668e-05,1.80173687434687e-05,1.26493412855526e-05,2.38407438312075e-05,4.6303370422333e-06,4.94776398176254e-06,9.42289480751382e-06,1.1973323435386e-05,2.99602277975987e-05,9.04699006640491e-06,2.29545827184784e-05,1.1810047200822e-05,2.96372694590902e-06,1.07677978238281e-05,2.81311097253935e-05,8.91379469153813e-06,3.68151720583363e-05,0,9.79256091788938e-06,4.09177859386029e-06,2.73783204769303e-05,1.45755597014925e-05,1.3818453162353e-05,5.54671163200896e-06,0,4.86979388597378e-06,2.45017567759608e-05,4.666116064971e-06,0,4.03806549742237e-05,1.56130462614561e-05,0,1.01773401521512e-05,6.67222685571309e-06,5.24551639486149e-06,0,1.63031073722652e-05,7.18687676303071e-06,2.82541745542904e-06,1.89083574940124e-05,0,8.11072765393147e-06,2.72788774196364e-05,5.34045393858478e-06,1.51963559138519e-05,7.47029623459718e-06,1.42247510668563e-05,0,7.97041382388574e-06,1.12484041326637e-05,0.000554602556330853,1.36364876044328e-05,7.41826004710595e-06,1.30945755720693e-05,4.71209122608614e-05,2.06986483782609e-05,0.000139727008357422,2.13235529303893e-05,1.13861931022442e-05,4.47590007553081e-05,2.15884803868656e-05,0,3.77137900473308e-06,0.000689373231477102,0,0
"UKD74",3.3435422824357e-05,9.9898674201881e-05,9.28505106778087e-05,3.03289609081357e-05,0.000102933607822954,0.000388060666817579,0.000660524291156105,0.000338513848977688,0.000676158038575602,0.000222482118751334,8.51281178173151e-05,0.00033797076300683,0.00016766868667513,0.00176155701116793,0.0034493656598492,0.00109081139172488,0.0359545688968072,0.00712410948631421,0.0146124988243818,0.00895683615141104,0.74420893883655,2.06413970097496e-05,8.23618854536239e-05,4.82610925104817e-05,6.04266118798719e-05,3.41860473066523e-05,7.82559824327176e-05,0.000166405246079462,2.18936552187176e-05,3.65168411106597e-05,8.31786112142592e-05,1.45833181423769e-05,8.3168152142273e-05,0.000100440004481169,3.09036219044872e-05,0.000132511760418737,1.11790549226968e-05,0,1.8750468761719e-05,2.85213125508036e-05,2.83501355136478e-05,2.45016633907035e-05,0,6.51506007571186e-05,1.03595095117563e-05,0.000371110662595301,0.000171002446078468,9.93380473752179e-05,5.60248302047467e-05,9.47579880983967e-06,3.72051491926483e-05,6.89492705741751e-05,7.60966565896246e-05,4.33610603224618e-05,0,1.17341969702303e-05,5.44001566724512e-06,1.04574616603312e-05,0,7.59116995111287e-06,2.53072724665311e-05,1.10881428152795e-05,5.60550684992937e-05,1.05309715874387e-05,4.08535115635865e-05,1.25890676536496e-05,1.23287840120329e-05,1.63468140059502e-05,0,0,0,1.38910111266999e-05,7.42164597264381e-06,0,0,4.99337129959978e-06,9.04699006640491e-06,1.31169044105591e-05,2.3620094401644e-05,8.89118083772706e-06,5.38389891191403e-06,1.40655548626967e-05,2.97126489717938e-06,0,3.58926502107411e-05,9.79256091788938e-06,8.18355718772057e-06,3.42229005961629e-05,1.82194496268657e-05,5.5273812649412e-06,5.54671163200896e-06,3.46531031853903e-05,1.70442786009082e-05,9.80070271038434e-06,2.3330580324855e-05,8.08512014488535e-06,0,3.12260925229121e-05,1.15103938856788e-05,5.08867007607562e-06,2.66889074228524e-05,1.0491032789723e-05,0,1.08687382481768e-05,2.15606302890921e-05,1.41270872771452e-05,1.26055716626749e-05,8.36022539167656e-06,1.62214553078629e-05,3.27346529035637e-05,3.20427236315087e-05,2.27945338707778e-05,1.12054443518958e-05,7.11237553342816e-06,4.81077613855035e-05,1.06272184318476e-05,5.62420206633184e-06,0.00019346600802239,0,2.96730401884238e-05,1.96418633581039e-05,9.42418245217227e-06,1.37990989188406e-05,1.74658760446777e-05,1.06617764651946e-05,3.79539770074807e-06,6.15436260385487e-05,3.23827205802984e-05,9.67188142273376e-06,3.77137900473308e-06,0.000168335323965339,1.30899190170343e-05,3.32683491579781e-05
"UKE11",0.000167177114121785,0.000199797348403762,0.000352831940575673,7.58224022703394e-05,8.70976681578843e-05,4.99775101204458e-05,4.12827681972566e-05,7.14640347841786e-05,9.43476332896189e-05,4.50977267739191e-05,1.41880196362192e-05,5.0443397463706e-05,0.000101798845481329,6.84099810162303e-05,6.32082712537812e-05,3.22407307898979e-05,9.37690468376389e-05,4.26083103248458e-05,8.01162033279574e-05,5.25107647067649e-05,8.83408948932653e-05,0.833712905689457,0.209946781550938,0.01252375350647,0.0027882565195998,0.00173323259844727,0.000813387938618853,0.00032356575626562,0.000266372805161064,0.0007029491913802,0.000282213145191237,5.10416134983193e-05,0.000291088532497955,0.000112029235767458,0.000103012073014957,0.00019462664811502,0.000307424010374163,2.97372712088696e-05,4.01795759179694e-05,3.32748646426042e-05,6.23702981300251e-05,0.000792220449632747,1.08257913653488e-05,4.80057058210347e-05,3.1078528535269e-05,1.95321401365948e-05,4.46093337596003e-05,0.000115141827639457,4.00177358605334e-05,2.8427396429519e-05,6.82094401865218e-05,4.02204078349354e-05,7.60966565896246e-05,5.78147470966157e-05,9.32861927106169e-05,2.64019431830183e-05,3.80801096707158e-05,2.09149233206624e-05,1.74482006543075e-05,6.07293596089029e-05,1.68715149776874e-05,2.53443264349245e-05,3.36330410995762e-05,4.21238863497546e-05,1.63414046254346e-05,2.51781353072991e-05,1.84931760180493e-05,1.63468140059502e-05,4.80463166492499e-05,1.26493412855526e-05,4.29133388961736e-05,2.31516852111665e-05,1.48432919452876e-05,1.41343422112707e-05,1.49666542942325e-05,1.49801138987993e-05,1.35704850996074e-05,1.96753566158387e-05,3.93668240027399e-06,1.48186347295451e-05,5.92228880310543e-05,4.68851828756558e-06,2.3770119177435e-05,1.05186205880961e-05,2.05100858347092e-05,1.6320934863149e-05,2.45506715631617e-05,6.16012210730933e-05,1.82194496268657e-05,2.21095250597648e-05,1.10934232640179e-05,1.54013791935068e-05,1.70442786009082e-05,1.47010540655765e-05,1.8664464259884e-05,3.23404805795414e-05,4.03806549742237e-05,4.68391387843682e-05,3.06943836951434e-05,1.52660102282269e-05,5.33778148457048e-05,2.62275819743075e-05,1.31330111367934e-05,1.63031073722652e-05,2.51540686706075e-05,4.23812618314356e-05,2.20597504096811e-05,8.36022539167656e-06,1.21660914808972e-05,0,2.67022696929239e-05,2.27945338707778e-05,2.24108887037915e-05,2.84495021337127e-05,4.81077613855035e-05,2.65680460796191e-05,5.62420206633184e-06,0.000116079604813434,9.09099173628851e-06,5.93460803768476e-05,3.27364389301732e-05,1.88483649043445e-05,0.000103493241891304,3.49317520893554e-05,1.06617764651946e-05,2.65677839052365e-05,0.00090636976529499,3.23827205802984e-05,9.67188142273376e-06,1.88568950236654e-05,4.00798390393664e-05,1.30899190170343e-05,2.66146793263825e-05
"UKE12",0.000575089272578941,0.000513764610181102,0.000482822655524605,0.000101818654477313,6.33437586602795e-05,9.11354596314012e-05,8.25655363945132e-05,0.000135405539591075,0.000251593688772317,0.00011725408961219,0.000113504157089753,8.57537756883002e-05,0.000101798845481329,9.40637238973166e-05,8.12677773262901e-05,6.44814615797958e-05,0.000140653570256458,0.000110781606844599,6.26996373870971e-05,8.25169159677734e-05,5.67905752885277e-05,0.127522550726233,0.655752660922453,0.00866889874219528,0.016893554206987,0.0109224421144754,0.00442976288437323,0.000425257851091957,0.000353947426035935,0.00126439562345659,0.000540660972892685,7.29165907118847e-06,0.00035346464660466,0.000135207698340036,0.00016996992047468,0.000397535281256211,6.7074329536181e-05,3.46934830770146e-05,7.23232366523449e-05,0.000133099458570417,9.07204336436728e-05,0.000647932876331938,3.24773740960464e-05,2.40028529105174e-05,4.14380380470253e-05,3.90642802731895e-05,4.46093337596003e-05,4.74113407927176e-05,2.401064151632e-05,9.47579880983967e-06,1.86025745963241e-05,1.14915450956958e-05,4.84251451024884e-05,4.33610603224618e-05,7.46289541684935e-05,6.74716325788245e-05,2.72000783362256e-05,6.79735007921527e-05,0.000113413304252999,0.00021255275863116,5.9050302421906e-05,2.851236723929e-05,0,1.05309715874387e-05,2.04267557817932e-05,2.51781353072991e-05,6.16439200601645e-06,5.44893800198341e-05,1.80173687434687e-05,1.26493412855526e-05,2.8608892597449e-05,9.26067408446661e-06,1.48432919452876e-05,0,1.49666542942325e-05,3.24569134473986e-05,1.35704850996074e-05,1.96753566158387e-05,7.87336480054799e-06,2.66735425131812e-05,0,4.68851828756558e-05,8.91379469153813e-06,1.05186205880961e-05,1.02550429173546e-05,1.30567478905192e-05,2.8642450157022e-05,5.47566409538607e-05,2.18633395522388e-05,2.21095250597648e-05,0,2.69524135886369e-05,1.94791755438951e-05,9.80070271038434e-06,4.666116064971e-05,1.61702402897707e-05,2.01903274871118e-05,1.56130462614561e-05,1.53471918475717e-05,8.65073912932855e-05,2.00166805671393e-05,3.1473098369169e-05,0,2.17374764963535e-05,1.07803151445461e-05,1.97779221880033e-05,9.45417874700618e-06,8.36022539167656e-06,1.21660914808972e-05,3.8190428387491e-05,4.27236315086782e-05,1.13972669353889e-05,1.8675740586493e-05,1.42247510668563e-05,3.2071840923669e-05,2.12544368636953e-05,2.24968082653274e-05,0.000141875072549753,1.8181983472577e-05,0.000166910851059884,9.16620290044849e-05,4.71209122608614e-05,0.000137990989188406,6.98635041787108e-05,3.19853293955839e-05,1.89769885037404e-05,0.00220438078719893,9.71481617408951e-05,3.8687525690935e-05,1.13141370141992e-05,0.000160319356157466,3.05431443730801e-05,2.66146793263825e-05
"UKE13",0.000374476735632799,0.000378187838049978,0.000334261838440111,0.000103985008827894,0.000142523456985629,5.29173636569426e-05,5.25417049783265e-05,6.77027697955376e-05,5.97535010834253e-05,6.6143332601748e-05,0.000141880196362192,0.000100886794927412,5.98816738125464e-05,9.40637238973166e-05,7.22380242900357e-05,9.13487372380441e-05,7.61873505555816e-05,2.9825817227392e-05,3.48331318817206e-05,7.50153781525213e-05,5.67905752885277e-05,0.00897900769924108,0.0105613279270147,0.894428860133321,0.000776913581312639,0.000806790716436993,0.0063648199045277,0.000924473589330342,0.000262723862624611,0.000456460513883247,0.000264389157073895,0.000160416499566146,0.000693067934518942,0.000150660006721754,0.000133915694919445,0.00224027694957928,0.000178864878763149,5.94745424177393e-05,8.57164286250013e-05,5.22890730098066e-05,2.83501355136478e-05,0.024670452627395,7.57805395574416e-05,3.42897898721677e-05,4.83443777215295e-05,1.95321401365948e-05,4.46093337596003e-05,7.22458526365221e-05,1.60070943442134e-05,3.31652958344388e-05,5.58077237889724e-05,2.87288627392396e-05,3.45893893589203e-05,5.78147470966157e-05,3.73144770842468e-05,5.28038863660365e-05,4.62401331715835e-05,5.22873083016559e-05,9.59651035986914e-05,4.55470197066772e-05,3.37430299553748e-05,6.01927752829456e-05,4.4844054799435e-05,2.10619431748773e-05,3.67681604072278e-05,6.29453382682479e-06,1.23287840120329e-05,2.17957520079337e-05,3.60347374869374e-05,9.48700596416442e-05,4.29133388961736e-05,2.31516852111665e-05,9.89552796352508e-06,2.82686844225414e-05,2.99333085884649e-05,3.24569134473986e-05,2.26174751660123e-05,3.27922610263978e-06,2.7556776801918e-05,3.55647233509082e-05,3.76872923833982e-05,6.09507377383525e-05,2.67413840746144e-05,4.20744823523843e-05,2.56376072933865e-05,9.79256091788938e-06,2.45506715631617e-05,2.73783204769303e-05,5.10144589552239e-05,1.93458344272942e-05,1.10934232640179e-05,2.69524135886369e-05,2.43489694298689e-05,0,2.3330580324855e-05,3.23404805795414e-05,2.01903274871118e-05,0,5.75519694283938e-05,4.07093606086049e-05,1.33444537114262e-05,5.77006803434764e-05,6.56650556839672e-06,1.63031073722652e-05,2.15606302890921e-05,2.82541745542904e-05,3.4665322072356e-05,5.85215777417359e-05,8.11072765393147e-06,5.45577548392729e-06,5.34045393858478e-06,2.27945338707778e-05,2.24108887037915e-05,7.11237553342816e-06,0.000128287363694676,3.71952645114668e-05,2.24968082653274e-05,2.57954677363187e-05,1.36364876044328e-05,0.000103855640659483,0.000189871345795004,1.88483649043445e-05,0.000117292340810145,8.73293802233886e-05,3.19853293955839e-05,3.79539770074807e-06,0.000688169636612863,3.23827205802984e-05,0,1.13141370141992e-05,0.000120239517118099,2.61798380340687e-05,5.98830284843606e-05
"UKE21",0.00136416525123377,0.00135576772131124,0.00269266480965645,0.000496095146283078,0.000205867215645908,0.000144052823288344,0.000120095325664746,0.000173018189477485,0.000229579241004739,0.000228495148987857,5.67520785448767e-05,0.000105931134673783,0.000227550360487676,8.55124762702878e-05,0.00016253555465258,0.000128962923159592,0.000128932439401753,0.000153389917169445,7.66328901397854e-05,0.000127526142859286,8.20308309723178e-05,0.00198157411293596,0.0346173340091232,0.000892830211443912,0.818582046390373,0.0408044660652201,0.00172637440033389,0.000705681506522161,0.00156174740560186,0.00589290523423271,0.00127144448570368,0.000160416499566146,0.000311880570533524,0.000173838469294332,0.000154518109522436,0.000376830318690784,0.000100611494304272,2.47810593407247e-05,5.35727678906258e-05,8.55639376524108e-05,2.83501355136478e-05,0.000269518297297739,4.33031654613952e-05,4.11477478466012e-05,6.21570570705379e-05,3.90642802731895e-05,5.20442227195337e-05,0.000121914876324131,4.64205735982187e-05,4.26410946442785e-05,5.58077237889724e-05,4.59661803827834e-05,8.30145344614086e-05,7.94952772578465e-05,0.000130600669794864,7.92058295490548e-05,2.99200861698482e-05,4.70585774714903e-05,3.4896401308615e-05,1.51823399022257e-05,4.21787874442186e-05,3.64324692502039e-05,0,6.31858295246319e-05,5.7194916189021e-05,1.25890676536496e-05,1.84931760180493e-05,3.81425660138839e-05,3.60347374869374e-05,1.89740119283288e-05,5.24496364286566e-05,2.31516852111665e-05,1.48432919452876e-05,1.88457896150276e-05,1.79599851530789e-05,1.49801138987993e-05,4.52349503320245e-06,2.29545827184784e-05,2.3620094401644e-05,1.48186347295451e-05,1.07677978238281e-05,4.68851828756558e-05,4.15977085605113e-05,2.10372411761922e-05,1.53825643760319e-05,3.26418697262979e-05,4.70554538293933e-05,6.16012210730933e-05,1.45755597014925e-05,4.1455359487059e-05,2.21868465280359e-05,7.70068959675339e-06,4.3828144973764e-05,2.9402108131153e-05,2.3330580324855e-05,4.85107208693121e-05,2.01903274871118e-05,1.56130462614561e-05,1.91839898094646e-05,1.52660102282269e-05,2.66889074228524e-05,1.57365491845845e-05,3.28325278419836e-05,5.43436912408838e-06,2.87475070521228e-05,2.54287570988614e-05,3.15139291566873e-05,4.18011269583828e-05,6.0830457404486e-05,1.63673264517819e-05,2.13618157543391e-05,2.27945338707778e-05,3.73514811729859e-05,7.11237553342816e-06,1.60359204618345e-05,3.98520691194287e-05,2.81210103316592e-05,0.000116079604813434,9.09099173628851e-06,0.000816008605181655,0.000477952008380528,4.71209122608614e-05,0.000476068912700001,0.000157192884402099,5.33088823259732e-05,3.79539770074807e-05,0.00320026855400453,6.47654411605967e-05,4.83594071136688e-06,2.26282740283985e-05,0.000200399195196832,4.79963697291259e-05,5.32293586527649e-05
"UKE22",0.0160490029556914,0.0280215781136276,0.0519220055710306,0.00132580886255565,0.00239914485925809,0.000408639641573057,0.000472875344804939,0.000628131253103044,0.000795665040742453,0.000583263932942687,0.00068102494253852,0.00194207080235268,0.0131560037366164,0.00084657351507585,0.000659171971646575,0.000419129500268673,0.00237938956350509,0.000656167979002625,0.000397097703451615,0.000592621487404918,0.00145762476573888,0.00462367293018391,0.0373289406994425,0.00247338099116219,0.0776481962656354,0.778187250655517,0.00596405441873591,0.00119257093023614,0.0228788697035599,0.0212596484341122,0.00311028592647605,0.000313541340061104,0.000803958804041972,0.000517652330787565,0.000247228975235898,0.00124229775392566,0.000385677394833041,0.000143730144176203,0.000291971585003911,0.000147360114845819,0.000238141138314641,0.00105357152580025,0.000357251115056511,0.000277747297964558,0.000227909209258639,0.00043621779638395,0.000342004892156936,0.000336394751338806,0.000174477328351926,0.000175302277982034,0.000142619738571818,0.000149390086244046,0.000214454214025306,0.000144536867741539,0.000289187197402912,0.000228816840919492,0.000250240720693276,0.000203920502376458,0.000322791712104689,0.000167005738924483,0.00016027939228803,9.3457203728784e-05,0.000168165205497881,0.000105309715874387,0.000167499397410704,0.000113301608882846,9.24658800902467e-05,0.000152570264055536,7.80752645550311e-05,6.9571377070539e-05,0.000143044462987245,5.55640445067997e-05,8.16381056990819e-05,6.59602636525967e-05,5.38799554592368e-05,5.74237699453975e-05,5.42819403984294e-05,0.000111493687489752,9.84170600068498e-05,4.14921772427263e-05,0.000102294079326367,0.000126589993764271,0.000106965536298458,7.36303441166725e-05,0.00013331555792561,4.89628045894469e-05,0.000102294464846507,7.52903813115584e-05,0.00012753614738806,0.00018240358174306,0.00010538752100817,0.000107809654354547,0.000116875053263371,0.000147010540655765,0.000158647946209014,7.27660813039682e-05,0.00010768174659793,7.80652313072804e-05,0.000168819110323289,0.000132305421977966,0.000100083402835696,0.00010491032789723,0.000131330111367934,0.000124990489854033,0.00010061627468243,0.000158223377504026,0.000179629396193117,0.000125403380875148,0.000271709376406704,0.00020186369290531,0.0002456608811749,0.000155762648116982,0.000220373738920617,0.000149359886201991,0.000256574727389352,0.000183319517949372,7.31146268623139e-05,0.00143164845936569,4.09094628132983e-05,0.00608668236865043,0.00149932890300193,0.000226180378852135,0.00151790088107247,0.000899492616300902,4.26471058607785e-05,0.000166997498832915,0.0179483593028786,0.000539712009671639,0.000111226636361438,0.000233825498293451,0.00371139309504533,0.000213802010611561,0.000133073396631912
"UKE31",0.000454721750411256,0.000642205762726378,0.00042711234911792,0.000233966269862761,0.000166277366483234,0.000288105646576688,0.000345274061286146,0.000462635593602841,0.00033336163762332,0.000481042418921804,0.000184444255270849,0.000292571705289495,0.000425159884069079,0.000171024952540576,0.000415368639667705,0.000365394948952176,0.000462984668760842,0.00025138903091659,0.00021944873085484,0.000195039983196555,0.000176681789786531,0.00146553918769222,0.00769133299543842,0.0191536210900974,0.00350474348903257,0.00409890707206761,0.801474058141824,0.0558443679528149,0.00187555646373681,0.0047517539495246,0.00825547716301523,0.000977082315539255,0.0229613406706125,0.00227921548630346,0.00077259054761218,0.0252807592923872,0.00136943422803036,0.000163554991648783,0.000375009375234381,0.000185388531580223,0.000181440867287346,0.0020581397248191,0.000129909496384186,0.00012687222252702,0.000207190190235126,0.00039715351611076,0.000304830447357269,0.00036122926318261,7.68340528522241e-05,0.000146874881552515,0.000167423171366917,0.000149390086244046,0.000138357557435681,8.67221206449235e-05,0.000233215481776542,0.000199481348493916,4.89601410052061e-05,5.22873083016559e-05,0.00013958560523446,8.35028694622415e-05,0.000134972119821499,0.000448277773817727,0.00017937621919774,0.000126371659049264,6.12802673453797e-05,7.55344059218974e-05,0.000123287840120329,0.000250651148091237,1.80173687434687e-05,1.89740119283288e-05,2.38407438312075e-05,5.09337074645663e-05,5.68992857902692e-05,9.42289480751382e-06,4.19066320238509e-05,3.74502847469984e-05,2.71409701992147e-05,5.57468437448762e-05,0.000129910519209042,5.33470850263624e-05,3.76872923833982e-05,5.15737011632214e-05,5.64540330464082e-05,1.05186205880961e-05,5.64027360454504e-05,4.89628045894469e-05,5.52390110171139e-05,0.000123202442146187,7.28777985074627e-05,0.000157530366050824,5.54671163200896e-05,6.93062063707805e-05,4.62630419167509e-05,5.39038649071138e-05,6.5325624909594e-05,8.89363215937389e-05,3.36505458118531e-05,4.68391387843682e-05,3.83679796189292e-05,2.54433503803781e-05,0.000146788990825688,0.000125892393476676,0.000118197100231141,1.08687382481768e-05,2.15606302890921e-05,5.08575141977227e-05,5.67250724820371e-05,0.000108682930091795,6.0830457404486e-05,2.18231019357091e-05,4.27236315086782e-05,3.41918008061667e-05,5.22920736421803e-05,4.97866287339972e-05,0,6.1106505983124e-05,6.18662227296502e-05,0.00128977338681594,4.54549586814426e-05,0.000471059512991228,0.000294627950371559,0.000150786919234756,0.000413972967565218,5.23976281340331e-05,0.00143933982280128,9.86803402194499e-05,0.0326181218004308,0.000140325122514626,5.31953478250357e-05,2.26282740283985e-05,0.000240479034236198,7.85395141022061e-05,0.000232878444105847
"UKE32",0.000234047959770499,0.000385323457635827,0.000241411327762303,0.000220968143759275,0.000182113306148304,0.000693805434613248,0.000487887260513032,0.000876374742353348,0.000229579241004739,0.000369801359546136,7.09400981810959e-05,0.000322837743767718,0.000832355265994395,0.00021378119067572,0.000352160368413924,0.000408382590005373,0.000205119789957335,0.00019599822749429,0.000195065538537635,0.000240049210088068,0.000208232109391268,0.000502273993903907,0.0015522047643183,0.0026603927246403,0.00149340055074541,0.00119993026046349,0.0827711154797448,0.860413732747012,0.00116766161166494,0.00263377716510633,0.0038232454511697,0.00161874831380384,0.092060213742151,0.0099860542916855,0.00130310272363921,0.0104725700655933,0.00197869272131734,0.000406409373187885,0.000409831674363288,0.000171127875304822,0.000232471111211912,0.000912006359542853,7.57805395574416e-05,0.000164590991386405,0.000186471171211614,0.000182299974608218,0.000156132668158601,0.000311560239495001,0.000211293645343616,8.5282189288557e-05,0.000192226604162016,0.000109169678409111,8.99324123331927e-05,0.000115629494193231,0.00011194343125274,0.000187747151523685,8.43202428422994e-05,7.84309624524839e-05,7.85169029443839e-05,8.35028694622415e-05,8.43575748884371e-05,0.000104545346544063,8.96881095988699e-05,0.000105309715874387,6.9450969658097e-05,5.66508044414231e-05,2.46575680240658e-05,9.2631946033718e-05,3.60347374869374e-05,4.42726944994339e-05,5.72177851948981e-05,4.6303370422333e-05,7.17425777355569e-05,1.88457896150276e-05,8.97999257653947e-05,6.99071981943969e-05,6.33289304648343e-05,4.26299393343171e-05,7.08602832049319e-05,4.14921772427263e-05,0.000134597472797851,7.97048108886149e-05,6.23965628407669e-05,5.78524132345284e-05,5.1275214586773e-05,9.4661422206264e-05,6.54684575017646e-05,0.000109513281907721,7.28777985074627e-05,8.2910718974118e-05,3.88269814240627e-05,5.39048271772737e-05,5.11328358027246e-05,8.8206324393459e-05,2.7996696389826e-05,0.000113191682028395,4.03806549742237e-05,0,3.06943836951434e-05,3.56206905325293e-05,7.3394495412844e-05,4.72096475537534e-05,8.53645723891574e-05,5.97780603649722e-05,7.90556443933378e-05,6.78100189302969e-05,6.30278583133745e-05,9.19624793084422e-05,0.000117605550982006,8.18366322589093e-05,0.000117489986648865,6.83836016123334e-05,4.85569255248817e-05,3.55618776671408e-05,6.4143681847338e-05,9.29881612786669e-05,5.06178185969866e-05,0.0016509099351244,7.27279338903081e-05,0.000252220841601602,0.000196418633581039,0.000226180378852135,0.000200086934323189,0.000113528194290405,0.000117279541117141,6.83171586134653e-05,0.00643410635857554,0.000183502083288357,7.25391106705032e-05,3.39424110425977e-05,0.000272542905467692,6.10862887461603e-05,7.31903681475518e-05
"UKE41",0.000354415481938185,0.000349645359706583,0.000668523676880223,0.000301123254730776,0.000506750069282236,0.00061736924266433,0.000668030249010152,0.000771059322671401,0.00136489576158982,0.00193018270592374,0.000269572373088164,0.000862582096629372,0.00608996622673597,0.00063279232440013,0.000379249627522687,0.000376141859215476,0.000345773360213793,0.000336605651566281,0.000195065538537635,0.000195039983196555,0.000485874921912959,0.000282099092466578,0.00171059300557527,0.00055500256387054,0.00282278601210259,0.019728767900669,0.00193505702015447,0.00101075779100117,0.79945046925401,0.0387010046695911,0.0504805050129967,0.000233333090278031,0.000679206575828563,0.000278141550870931,0.000236927767934402,0.000467932153978666,0.000268297318144724,0.000163554991648783,0.000174111495644534,0.000194895635763825,0.000260821246725559,0.000296742367731854,3.24773740960464e-05,0.000301750150875075,0.000138126793490084,0.000117192840819569,0.000156132668158601,0.000261891215807393,0.00016807449061424,0.000146874881552515,0.000148820596770593,0.000195356266626829,0.000200618458281737,0.000209578458225232,0.000251872720318666,9.68071250044003e-05,6.25601801733189e-05,8.36596932826495e-05,0.000174482006543075,7.59116995111287e-05,6.74860599107497e-05,7.60329793047734e-05,3.36330410995762e-05,9.47787442869479e-05,6.53656185017383e-05,6.92398720950726e-05,7.39727040721974e-05,3.81425660138839e-05,6.60636853927186e-05,3.79480238566577e-05,9.53629753248301e-05,9.26067408446661e-05,6.92686957446756e-05,3.29801318262984e-05,4.48999628826973e-05,6.7410512544597e-05,7.23759205312393e-05,0.000134448270208231,0.000114163789607946,6.52019928099984e-05,0.000123829674974023,8.43933291761805e-05,4.45689734576907e-05,0.000147260688233345,8.20403433388369e-05,0.000110982357069413,6.95602360956249e-05,0.000109513281907721,7.65216884328358e-05,5.80375032818826e-05,3.88269814240627e-05,8.8557930362664e-05,5.35677327457115e-05,6.37045676174982e-05,6.5325624909594e-05,5.65958410141975e-05,2.01903274871118e-05,0.000156130462614561,8.82463531235372e-05,9.15960613693611e-05,0.00017347789824854,0.000115401360686953,0.000124763605799538,7.0646798613149e-05,0.00010061627468243,0.000135620037860594,0.000103995966217068,0.000117043155483472,0.000174380644559527,3.8190428387491e-05,0.000165554072096128,0.000178557181987759,8.59084066978676e-05,9.24608819345661e-05,0.000128287363694676,0.000108928988926438,6.18662227296502e-05,0.000980227773980112,5.00004545495868e-05,0.000318985182025556,0.000261891511441385,0.000160211101686929,0.000296680626755073,0.000104795256268066,0.000170588423443114,0.000129043521825434,0.0102498111729656,0.000140325122514626,5.31953478250357e-05,8.67417171088609e-05,0.000320638712314931,0.000122172577492321,0.00016634174578989
