"","UKC11","UKC12","UKC13","UKC22","UKD12","UKD33","UKD34","UKD35","UKD36","UKD37","UKD42","UKD45","UKD46","UKD47","UKD61","UKD62","UKD63","UKD71","UKD72","UKD73","UKD74","UKE11","UKE12","UKE13","UKE21","UKE22","UKE31","UKE32","UKE41","UKE42","UKE44","UKF11","UKF12","UKF13","UKF14","UKF15","UKF16","UKF21","UKF22","UKF24","UKF25","UKF30","UKG11","UKG12","UKG13","UKG22","UKG23","UKG24","UKG31","UKG33","UKG36","UKG37","UKG38","UKG39","UKH11","UKH12","UKH14","UKH15","UKH16","UKH17","UKH21","UKH23","UKH24","UKH31","UKH34","UKH35","UKH36","UKH37","UKI31","UKI32","UKI33","UKI34","UKI41","UKI42","UKI43","UKI44","UKI45","UKI51","UKI52","UKI53","UKI54","UKI62","UKI63","UKI72","UKI73","UKI74","UKJ11","UKJ12","UKJ13","UKJ14","UKJ21","UKJ22","UKJ25","UKJ26","UKJ27","UKJ31","UKJ32","UKJ34","UKJ36","UKJ37","UKJ41","UKJ43","UKJ45","UKJ46","UKK11","UKK12","UKK13","UKK14","UKK15","UKK21","UKK22","UKK23","UKK30","UKK41","UKK42","UKK43","UKI61","UKD41","UKI71","UKC14","UKC21","UKG32","UKC23","UKD11","UKH32","UKJ44","UKE45","UKG21","UKJ28","UKI75","UKD44","UKJ35","UKH25"
"UKH35",8.02450147784569e-05,8.56274350301837e-05,5.57103064066852e-05,4.76597957127847e-05,7.12617284928144e-05,5.58572171934394e-05,0.00012384830459177,0.000109076684670588,0.000113217159947543,9.32019686660994e-05,2.83760392724384e-05,9.07981154346708e-05,7.78461759563103e-05,9.40637238973166e-05,0.000198654566797598,0.000145083288554541,0.000117211308547049,0.000242867368851621,0.000435414148521508,0.00111022759665731,0.000189301917628426,5.50437253593323e-05,8.23618854536239e-05,0.000180979096914306,6.04266118798719e-05,0.000105976746650622,8.77415560609258e-05,5.85499939909217e-05,6.56809656561528e-05,0.000100421313054314,5.34719643520238e-05,5.10416134983193e-05,6.23761141067047e-05,8.88507731948806e-05,9.78614693642095e-05,0.000111806797853309,0.000100611494304272,9.41680254947538e-05,0.000182147410828128,0.000223416948314628,0.000419582005601987,0.000283130332514796,6.49547481920928e-05,0.0005726394908652,0.000134673623652832,5.85964204097843e-05,5.20442227195337e-05,0.000126430242113914,6.88305056801174e-05,9.00200886934769e-05,0.000117816305776719,4.02204078349354e-05,9.68502902049767e-05,5.05879037095387e-05,0.000634346110432195,0.00711385691320214,0.00406913171909935,0.000329410042300432,0.000575790621592148,0.000766708165062399,0.000936369081261652,0.0213224986337824,0.000661449808291666,0.00327513216369342,0.0233150990493388,0.614069542009719,0.0215692076290515,0.00636980852431861,0.000492474745654811,0.000417428262423234,0.000262248182143283,0.000305602244787398,0.00293897180516695,0.00161131501208486,0.00164633197236557,0.00069158192499457,0.000511154938751877,0.000934579439252336,0.00842450033658635,0.0171095956587328,0.00791971529942554,0.000384458499580378,0.000246614986465888,0.000678451027932197,0.000420456759611539,0.000669158329389107,0.000188221815317573,0.000506498928823211,0.000513788479477612,0.000129893459726118,0.000155307925696251,0.000261823446289615,0.000199661549324925,0.000279320027245954,0.000116652901624275,0.000161702402897707,0.000154792510734524,0.000124904370091649,0.000111267140894895,0.000203546803043025,0.000934111759799833,0.00100713914781341,0.000538453456608531,0.000489093221167955,7.54622060118224e-05,7.62862712965841e-05,6.30278583133745e-05,0.000142123831658502,0.000117605550982006,0.000158217489033891,0.000101468624833111,8.35799575261852e-05,3.73514811729859e-05,6.40113798008535e-05,6.4143681847338e-05,8.76745520627431e-05,0.000506178185969866,2.57954677363187e-05,0.00162728752079564,6.67643404239536e-05,3.92837267162078e-05,0.000160211101686929,0.000103493241891304,1.74658760446777e-05,0.00604522725576536,0.000538946473506226,6.71385011329622e-05,7.55596813540295e-05,0.000275648620547912,0.000339424110425977,6.41277424629863e-05,0.000117809271153309,0.00179649085453082
"UKH36",2.00612536946142e-05,2.14068587575459e-05,0,3.24953152587169e-05,4.75078189952096e-05,4.99775101204458e-05,6.00476628323732e-05,1.50450599545639e-05,3.45941322061936e-05,3.3071666300874e-05,4.25640589086575e-05,5.0443397463706e-05,5.98816738125464e-06,2.56537428810864e-05,8.12677773262901e-05,5.37345513164965e-05,0.000146514135683811,3.83474792923612e-05,0.00011843264839785,0.00010502152941353,8.20308309723178e-05,4.81632596894158e-05,6.96908261530664e-05,6.63590022019124e-05,1.7264746251392e-05,8.88837229972959e-05,5.21706549551451e-05,2.46526290488091e-05,4.74362529738882e-05,4.10814462494922e-05,2.97066468622354e-05,2.91666362847539e-05,2.07920380355682e-05,8.49876960994511e-05,7.7259054761218e-05,2.89869475915988e-05,6.14848020748326e-05,9.91242373628988e-05,0.000112502812570314,9.03174897442114e-05,0.000187110894390075,0.000185123678951982,7.57805395574416e-05,6.17216217699018e-05,9.32355856058068e-05,5.20857070309194e-05,5.20442227195337e-05,5.86997552671742e-05,6.08269585080108e-05,8.5282189288557e-05,3.72051491926483e-05,6.89492705741751e-05,6.91787787178405e-05,7.94952772578465e-05,0.000223886862505481,0.000671782776545687,0.00316336911050304,0.000366011158111592,0.000296619411123228,0.000417514347311208,0.000303687269598374,0.00143353846397542,0.000201798246597457,0.0220939783904463,0.0568885148522941,0.0186255255935745,0.646768009271246,0.0556445548762546,0.000288277899895499,0.000290934849567709,0.000205030396948385,0.000185213481689332,0.0011750939456686,0.000965846717770166,0.000448999628826974,0.000484357016061179,0.000384497077822209,0.000990326282997213,0.0170222146987847,0.00350608897701037,0.0011521543671496,0.000342261834992287,0.000210959807699736,0.000331336548525026,0.000215355901264447,0.000218700527166196,0.000198451261802224,0.000157425342742349,0.000262360074626866,7.18559564442356e-05,0.000155307925696251,0.000200217929515588,0.000153398507408174,0.00029402108131153,0.00013998348194913,0.000234468484201675,0.0001144118557603,7.80652313072804e-05,0.000107430342933002,0.000117039411749739,0.000987489574645538,0.00151070872172011,0.00074201512922883,0.000972752073211821,5.03081373412149e-05,7.62862712965841e-05,6.61792512290432e-05,5.85215777417359e-05,6.0830457404486e-05,7.09250812910547e-05,8.01068090787717e-05,9.49772244615741e-05,4.48217774075831e-05,4.2674253200569e-05,3.2071840923669e-05,6.37633105910859e-05,0.000618662227296502,2.57954677363187e-05,0.000509095537232157,2.22547801413179e-05,3.27364389301732e-05,0.000141362736782584,2.75981978376812e-05,6.98635041787108e-05,0.0211849498363417,0.000455447724089769,6.71385011329622e-05,3.23827205802984e-05,0.000193437628454675,0.00019611170824612,0.000112223549310226,0.000152715721865401,0.000385912850232546
"UKH37",8.02450147784569e-05,5.70849566867891e-05,3.71402042711235e-05,3.03289609081357e-05,7.91796983253494e-05,3.82180959744585e-05,3.00238314161866e-05,1.50450599545639e-05,5.97535010834253e-05,3.60781814191353e-05,4.25640589086575e-05,6.55764167028178e-05,2.99408369062732e-05,3.42049905081151e-05,3.61190121450178e-05,1.6120365394949e-05,7.61873505555816e-05,6.81732965197532e-05,2.08998791290324e-05,4.50092268915128e-05,7.57207670513702e-05,2.75218626796662e-05,5.70197668525089e-05,4.22284559466715e-05,6.90589850055679e-05,2.39302331146566e-05,5.69134417692492e-05,4.3142100835416e-05,3.64894253645294e-05,3.8799143680076e-05,3.56479762346825e-05,6.56249316406962e-05,6.93067934518942e-05,8.11246190040215e-05,0.000103012073014957,9.93838203140529e-05,0.000134148659072362,5.94745424177393e-05,8.03591518359388e-05,0.000152113666937619,6.80403252327546e-05,0.000100729060606226,7.57805395574416e-05,7.20085587315521e-05,9.32355856058068e-05,5.20857070309194e-05,7.43488895993338e-05,6.77304868467395e-05,6.88305056801174e-05,4.73789940491983e-05,6.82094401865218e-05,2.87288627392396e-05,5.53430229742724e-05,6.50415904836926e-05,0.000158586527608049,0.00032855751516645,0.000829602389254881,0.000183005579055796,0.000165757906215921,0.00026569094828895,0.000202458179732249,0.000741321548221541,0.00035875243839548,0.125760862697192,0.00778259395286322,0.00512375053503538,0.0590733685936556,0.619418925251468,0.000126121581204281,0.000183415448640512,0.000143044462987245,0.000157431459435932,0.00116767229969596,0.00139458843151204,0.000410086327661969,0.000384489590069183,0.000230698246693325,0.0011542875881292,0.0114833025615992,0.00258733362377857,0.000893727219377729,0.000239114432665845,0.000187189688522301,0.000220891032350018,0.000158953165218996,0.000297041014509311,0.000122753357815809,0.000136891602384652,0.00030244286380597,0.000102256553401412,0.00016085463732826,0.000154013791935068,0.000124179744092331,0.000426330567901719,0.000125985133754217,0.000145532162607936,4.03806549742237e-05,9.36782775687364e-05,4.9878373504608e-05,0.000167926112510495,0.0012210175145955,0.00172577489390943,0.000643517545702879,0.000923842751095025,3.23409454336382e-05,4.23812618314356e-05,7.87848228917181e-05,9.19624793084422e-05,8.92180041932462e-05,5.45577548392729e-05,6.94259012016021e-05,5.31872456984815e-05,3.73514811729859e-05,4.97866287339972e-05,4.81077613855035e-05,1.59408276477715e-05,0.000646783237628161,3.86932016044781e-05,0.000486368057891435,4.45095602826357e-05,5.23783022882771e-05,9.42418245217227e-05,6.20959451347827e-05,5.23976281340331e-05,0.0645250711673579,0.00043267533788528,2.79743754720676e-05,3.23827205802984e-05,0.000251468916991078,0.000124455507156192,2.40479034236199e-05,8.7266126780229e-05,0.000339337161411376
"UKI31",0.000153802944992042,8.56274350301837e-05,0.000241411327762303,0.000149478450190098,0.000174195336315769,0.000208729601091274,0.000285226398453773,0.000225675899318459,0.000185550345469584,0.000171371361740893,0.000141880196362192,0.000242128307825789,4.79053390500371e-05,0.000247986181183835,0.000216714072870107,0.000413756045137023,0.00024028318252145,0.000187476565429321,0.000229898670419356,0.000277556899164329,0.000227162301154111,8.25655880389985e-05,0.000171059300557527,7.84242753295328e-05,0.000552471880044543,0.000358953496719849,0.000170740325307748,0.000212628925545979,0.0001240640462394,0.000246488677496953,0.000187151875232083,0.000408332907986554,0.000180197662974925,0.000370855401161241,0.000257530182537393,0.000318856423507586,0.000441572669446525,0.00043119043252861,0.00066430232184376,0.00211533068085127,0.00186543891679802,0.000718715459460637,0.000443857445979301,0.000332610961760026,0.000942715365569825,0.00038413208935303,0.000178437335038401,0.000352198531603045,0.000331346852925216,0.000516431035136262,0.00021082917875834,0.000160881631339742,0.000186782702538169,0.000195124771451078,0.00285455749694488,0.00387521854941857,0.0013137637836397,0.000543788006337222,0.000889858233369684,0.000531381896577901,0.00711134356309525,0.0176285630558922,0.00505616717863629,0.00732955622485731,0.00397913202629332,0.0120603268121963,0.00947467051324728,0.00754133019474504,0.623178744309514,0.0480232241906003,0.0379306234354512,0.0399412873263045,0.0368410506082039,0.0297527903547249,0.0756714041116393,0.0350734400083889,0.0452123328568585,0.0204164617150353,0.0156168190818869,0.0307486670638061,0.0336009131092555,0.0173662717371429,0.020772112896181,0.0459400754185096,0.0254119963492047,0.0208059277635423,0.00404267725073396,0.00572206897967844,0.00779428055037313,0.00261445133831719,0.00484782596637583,0.00306487445950785,0.00847344136159437,0.010148627656603,0.00160047781028505,0.000622554251156172,0.000666280807074691,0.000686974035504067,0.00229056838325007,0.00343994097142712,0.00585154295246038,0.00779483736276418,0.0046031204034461,0.0104176856108774,0.000434806044163358,0.000570734325996666,0.000683852262700113,0.000702258932900831,0.00100167486526054,0.000589223752264147,0.000630173564753004,0.000414100698652463,0.000257725220093603,9.95732574679943e-05,0.000208466966003849,0.000342727794427087,0.0233123175649455,9.02841370771155e-05,0.0636642151292284,0.000155783460989225,0.000170229482436901,0.00062199604184337,8.96941429724639e-05,0.000113528194290405,0.00861471538387726,0.00220133066643388,0.000145466752454751,0.000172707843094925,0.00500036269555335,0.020274933529445,0.000216431130812579,0.000863934655124267,0.00773156434431411
"UKI32",0.000588463441708684,0.000456679653494313,0.000594243268337976,0.000660738076927243,0.000752207134090819,0.000749662651806687,0.00101705728922332,0.00095912257210345,0.000512622140873596,0.000616335599243561,0.000539144746176329,0.000655764167028178,0.000449112553594098,0.000743958543551504,0.000975213327915482,0.00182697474476088,0.00123657930517136,0.000622081330742748,0.000787228780526886,0.000855175310938742,0.00112950144184961,0.000344023283495827,0.000823618854536239,0.00057310047356197,0.00164878326700793,0.00152811631460736,0.000597591138577117,0.000523868367287194,0.000591128690905376,0.000814782017281595,0.00062086891942072,0.00173541485894286,0.00071385997255451,0.00135207698340036,0.000927108657134616,0.00108494003842841,0.00143650855756654,0.001367914475608,0.0024991696220977,0.00669775489734704,0.00537518569338761,0.00233854765029048,0.00212185510760837,0.00144360015361826,0.00438552569331017,0.00141282480321369,0.000416353781756269,0.00109723388691718,0.00119412923807832,0.00165352689231702,0.000694496118262768,0.000528611074402009,0.00054651235187094,0.000852767519675081,0.00619420319598496,0.011716595674775,0.00756162177747072,0.00189280056051994,0.00330643402399128,0.00294537394103179,0.0150409556026083,0.0524564196386849,0.0146752169331151,0.057088396975505,0.0264812461955167,0.0608177858347811,0.0686651625550172,0.06439554930744,0.178486060562382,0.734408105697896,0.256154488020026,0.213328888209773,0.0992595671201292,0.138403478932763,0.146763012009243,0.141881652106828,0.18825881629182,0.0983603869486801,0.0733955066707083,0.0994241478544099,0.0737055761041031,0.0815098904293276,0.0980636266665082,0.118434408511668,0.0993764933906248,0.0640009139723523,0.0202461204824207,0.0145721110738462,0.0344639109141791,0.0109110506169939,0.0187756188743503,0.017141735042373,0.0500760905294683,0.0629989170223505,0.00933689824600697,0.00318553733708483,0.00275261464740958,0.00320067448359849,0.0137203895117291,0.0200493600997379,0.0336080066722269,0.0422841076589785,0.0243289031309099,0.0705815861836599,0.00169250947769373,0.00224620687706609,0.00334362788352452,0.00326048790275386,0.00631420147858565,0.00455557252907928,0.00397329773030708,0.00214268618385311,0.0010645172134301,0.000654338549075391,0.000946119307248236,0.00168972773066378,0.126257712187083,0.000425625217649259,0.112101019100174,0.000567496893603605,0.00122434281598848,0.00262934690415606,0.000565763055672465,0.000392982211005248,0.0561342530892497,0.00883568584734151,0.000475564383025149,0.000690831372379698,0.0300408636990111,0.0945371575116441,0.000713421134900722,0.00417568416643396,0.0220502618219079
"UKI33",0.000133741691297428,7.8491815444335e-05,9.28505106778087e-05,0.000108317717529056,0.000110851577655489,0.000226368722310255,0.00021391979884033,0.000131644274602434,0.00013523160771512,9.9214998902622e-05,7.09400981810959e-05,0.000116019814166524,6.5869841193801e-05,0.000153922457286518,0.000198654566797598,0.000204191295002687,0.000205119789957335,0.000115042437877084,0.000181132285784947,9.75199915982776e-05,0.000119891214498003,6.88046566991654e-05,0.000158388241256969,6.03263656381021e-05,0.000224441701268096,0.000167511631802596,0.000123312457166707,0.000117099987981843,0.000116766161166494,0.000162043482428553,8.31786112142592e-05,0.000182291476779712,8.3168152142273e-05,0.000154523083817184,0.000164819316823932,0.000186344663088849,0.000223581098453937,0.00043119043252861,0.00024911337069141,0.000736800574229093,0.000725763469149383,0.000277685518427973,0.000389728489152557,0.000294892192900642,0.000421286720144757,0.000279960675291192,8.92186675192006e-05,0.000164810851327066,0.000172876618917504,0.000165826479172194,0.000148820596770593,0.000143644313696198,0.000200618458281737,0.000231258988386463,0.000848904353666614,0.00105901127656329,0.000530401527556399,0.000266665272338445,0.000401308615049073,0.000204961588680047,0.00257290603409733,0.00598918114065309,0.00144622076728178,0.00226415889129931,0.00127871491194026,0.00448800261852607,0.00244726362638853,0.00231034971284097,0.0270500762735277,0.0490667948466584,0.50333055191322,0.0699134590006807,0.0185689582235548,0.0181108038200416,0.0240154934805254,0.02208318457248,0.0406707438435233,0.0106279717986555,0.00696005448368442,0.0140510294505547,0.0115538470649675,0.0162269617932645,0.0279566314175608,0.0468972698920264,0.0725287910329905,0.0222225849096636,0.00475464672606565,0.00177959083100047,0.00649341184701493,0.0020396036867633,0.00303959797434091,0.00178655998644679,0.00802785522102777,0.00989870973748818,0.00149315714079072,0.000428511367678924,0.00032977534895616,0.000765039266811348,0.00161145514399503,0.00243747296644022,0.00345621351125938,0.00328369326318329,0.00187145408699307,0.00446161705087656,0.000244353809943044,0.000404034696126353,0.000611370225639733,0.00108682930091795,0.000908401497240325,0.000425550487746328,0.000640854472630174,0.000444493410480167,0.000205433146451423,0.000135135135135135,0.000240538806927518,0.00029224850687581,0.0134530913426658,5.15909354726375e-05,0.0174228856625969,7.78917304946125e-05,0.000176776770222935,0.000235604561304307,9.65936924318842e-05,0.000130994070335083,0.00340110669239709,0.00121452726423938,7.83282513217892e-05,0.000107942401934328,0.00335614285368861,0.0466368727725293,2.40479034236199e-05,0.00054104998603742,0.00236870646004804
"UKI34",3.3435422824357e-05,3.56780979292432e-05,0,4.76597957127847e-05,6.33437586602795e-05,5.87970707299362e-05,5.62946839053499e-05,4.13739148750508e-05,4.08839744255015e-05,1.80390907095676e-05,4.25640589086575e-05,1.00886794927412e-05,5.98816738125464e-05,2.56537428810864e-05,5.41785182175268e-05,5.91080064481462e-05,5.86056542735243e-05,2.55649861949075e-05,5.22496978225809e-05,1.50030756305043e-05,2.52402556837901e-05,1.37609313398331e-05,2.53421186011151e-05,4.22284559466715e-05,6.90589850055679e-05,6.83720946133045e-05,3.08281142916766e-05,3.69789435732137e-05,3.64894253645294e-05,4.56460513883247e-05,2.97066468622354e-05,4.37499544271308e-05,2.77227173807577e-05,3.47676938588663e-05,3.60542255552351e-05,4.14099251308554e-05,5.58952746134842e-05,9.91242373628988e-05,8.57164286250013e-05,0.00015686721902942,0.00012474059626005,7.35049901721106e-05,4.33031654613952e-05,7.54375377187689e-05,0.000124314114141076,5.20857070309194e-05,2.97395558397335e-05,6.77304868467395e-05,5.12227019014827e-05,6.63305916688777e-05,5.58077237889724e-05,4.02204078349354e-05,4.15072672307043e-05,3.61342169353848e-05,0.000130600669794864,0.000208281996221589,0.000114240329012148,5.22873083016559e-05,0.000130861504907306,0.000136641059120032,0.00036273757202028,0.000883883384417991,0.000224220273997175,0.00047389372143474,0.000294145283257822,0.000780522194526273,0.00064109676862571,0.000626627870228093,0.0035674390112068,0.00591356705099582,0.0145190129932054,0.425916922492788,0.00394831565744651,0.00329801318262984,0.00369077694895772,0.0123710773947585,0.039078473591836,0.00492867683226758,0.00161403978411234,0.00280961314472175,0.00215894346367753,0.0257446539170226,0.0452939620926024,0.00444937650876464,0.00595305241352435,0.00229472344175874,0.00086131939400759,0.000266938624650071,0.000750641324626866,0.00027360537261459,0.00139777133126626,0.000889429648425016,0.00503780177503987,0.0108395771976851,0.000830568659564838,0.000194042883477248,0.000181712947384007,0.00035910006401349,0.000652255653521797,0.00113477342696486,0.00170809007506255,0.00167856524635568,0.000919310779575541,0.00172269501233602,8.62425211563685e-05,8.75879411183002e-05,0.000239505861590823,0.000175564733225208,0.000462311476274094,0.000240054121292801,0.000277703604806409,0.000136767203224667,5.97623698767775e-05,4.2674253200569e-05,6.4143681847338e-05,0.000122213011966248,0.0072945900800324,5.15909354726375e-05,0.00257729615723779,3.33821702119768e-05,5.89255900743117e-05,4.71209122608614e-05,2.06986483782609e-05,0,0.00121544251703219,0.000390925963177051,1.1189750188827e-05,6.47654411605967e-05,0.00181347776676258,0.0122117252173257,1.60319356157466e-05,0.000266161686679698,0.000326029821748185
"UKI41",9.36191839081997e-05,8.56274350301837e-05,0.000185701021355617,0.000101818654477313,9.50156379904193e-05,0.000117594141459872,0.00010133043102963,0.000199347044397972,9.74925543992729e-05,9.01954535478382e-05,2.83760392724384e-05,7.06207564491884e-05,7.78461759563103e-05,8.55124762702878e-05,0.000135446295543817,0.000112842557764643,0.00016995639739322,9.37382827146607e-05,0.000107982708833334,0.00010502152941353,0.00010096102273516,6.19241910292489e-05,8.86974151039027e-05,5.42937290742919e-05,0.00012948559688544,9.91395371892916e-05,7.82559824327176e-05,8.32026230397308e-05,0.000109468276093588,9.12921027766493e-05,6.83252877831415e-05,0.000269791385633973,8.3168152142273e-05,0.000142933852530895,7.7259054761218e-05,0.000144934737957994,0.000190043933685846,0.000183379839121363,0.000128574642937502,0.000461094552904658,0.000527312520553848,0.00027224070434115,0.000119083705018837,9.25824326548527e-05,0.000300425775840933,0.00104171414061839,8.17837785592672e-05,0.000126430242113914,0.000150466686835606,0.000161088579767274,8.06111565840712e-05,0.000103423905861263,8.99324123331927e-05,0.000151763711128616,0.000755618160955997,0.000924068011405639,0.000900322592929068,0.000240521618187617,0.000375136314067612,0.000478243706920111,0.0012737993808154,0.00464276379879773,0.00137895468508263,0.0072453084521578,0.00413437537023495,0.0164916786262809,0.0107815216185228,0.0112520569740957,0.0120476138997994,0.008424461296178,0.00748122541423292,0.00833460667601995,0.634696689698508,0.0347846161819373,0.0295531555693914,0.014273551859906,0.0114489659290354,0.0142482374159698,0.0424846764637569,0.0559581284657082,0.0214225337705059,0.00573874638398027,0.00470054106733778,0.00729992268813868,0.00571205890496652,0.00375707920549689,0.000736520146894851,0.00101984243776566,0.00126807369402985,0.000386916688545884,0.00113152917292983,0.000989538613182811,0.00171416744786277,0.00209735038002225,0.000415284329782419,0.000169787523042592,0.000174982838221636,9.36782775687364e-05,0.000468089351350937,0.000636083759509452,0.00388990825688073,0.00477341991932396,0.00189115360369826,0.00381492712511005,0.000219199741272437,0.000129969202949736,0.000220597504096811,0.000250806761750297,0.000296041559368499,0.000250965672260655,0.000192256341789052,0.000125369936289278,9.33787029324648e-05,0.000120910384068279,0.000192431045542014,0.000122213011966248,0.00837443687676811,6.44886693407968e-05,0.0112137383067119,7.04734704475065e-05,3.27364389301732e-05,0.000197907831495618,8.96941429724639e-05,6.1130566156372e-05,0.0236264966468713,0.00120314107113714,5.59487509441352e-05,0.000280650245029252,0.00117996953357352,0.00408440346212593,8.01596780787328e-05,0.000222528623289584,0.00155030507076178
"UKI42",0.000113680437602814,0.000114169913373578,9.28505106778087e-05,9.09868827244072e-05,0.000118769547488024,0.00012935355560586,0.00019140192527819,0.00011659921464787,6.91882644123872e-05,0.000108234544257406,0.000156068215998411,9.07981154346708e-05,2.39526695250186e-05,0.000111166219151374,0.00016253555465258,0.000381515314347125,0.000281307140512917,6.81732965197532e-05,5.9216324198925e-05,0.000150030756305043,0.000107271086656108,4.81632596894158e-05,0.000228079067410035,7.84242753295328e-05,0.000164015089388224,0.000205116283839914,8.06273758397697e-05,0.00016332366744836,0.000113117218630041,0.000125526641317893,0.000106943928704048,0.00028437470377635,9.70295108326518e-05,0.000158386160912613,0.000231777164283654,0.000207049625654277,0.000234760153376634,0.000272591652747972,0.000364294821656256,0.00095071041836012,0.000890194255128539,0.000372969764947376,0.000238167410037674,0.00022288363416909,0.000628476910379883,0.000240896395018002,8.92186675192006e-05,0.000178356948696414,0.000171275909483083,0.000270060266080431,0.000136418880373044,9.19323607655667e-05,0.000159111191051033,0.000180671084676924,0.00105413397762997,0.0021854941857054,0.00158848457483558,0.000292808926489273,0.000497273718647764,0.000660431785746819,0.00245480542925352,0.00908118896571388,0.00227583578107132,0.0180816782156322,0.00772131368551784,0.0230946446106201,0.0210698918765642,0.0224441756301697,0.0251762699242069,0.0372965827804517,0.0318941470973894,0.0307083952640913,0.0466351494101028,0.666608558815354,0.0240304601348196,0.0350284996666925,0.0250601624839416,0.0345630431218232,0.0381661358706564,0.0416344361361299,0.0148487931990589,0.0145766033560414,0.0153792671078005,0.0126486412571855,0.0110446812219909,0.0107881379445415,0.0027148950970263,0.00273783204769303,0.00403014225746269,0.00105572982160377,0.00262914131357225,0.00289930963317765,0.00816420944983504,0.0105014529541768,0.00131584473032182,0.000323404805795414,0.000498028078015425,0.000327873971490578,0.00217162764643139,0.00336361092028598,0.00884070058381985,0.0122849993967656,0.00646800798487077,0.0156618518156227,0.000212012864509406,0.000276890910632046,0.000365561578217572,0.000501613523500594,0.000669135031449346,0.000725618139362329,0.000566088117489987,0.000292529851341648,0.000164346517161138,9.24608819345661e-05,0.000208466966003849,0.000247082828540458,0.0278173034200773,6.44886693407968e-05,0.0157319611996473,9.27282505888244e-05,0.00018332405800897,0.000546602582225992,0.000193187384863768,8.73293802233886e-05,0.0280404721034619,0.00203053776990022,8.39231264162028e-05,0.00019429632348179,0.00515994873902846,0.0131130847994569,0.000104207581502353,0.000763578609327004,0.00339337161411376
"UKI43",0.000160490029556914,0.000128441152545276,0.000241411327762303,0.000138646678437192,0.000237539094976048,0.000208729601091274,0.000183895967424143,0.000184301984443408,9.74925543992729e-05,0.000105228029139145,0.000141880196362192,8.57537756883002e-05,5.98816738125464e-05,0.000102614971524345,0.000144476048580071,0.00031166039763568,0.000222701486239392,9.37382827146607e-05,0.000142815840715055,0.000150030756305043,0.000182991853707478,4.12827940194992e-05,0.000209072478459199,0.000114620094712394,0.000250338820645184,0.000205116283839914,0.000125683850573759,0.000172568403341664,0.000160553471603929,0.000164325784997969,0.000106943928704048,0.000226041431206842,0.000207920380355682,0.000177701546389761,0.00031418682269562,0.000165639700523421,0.000301834482912815,0.000337022407033856,0.000391081205601569,0.00100775304346173,0.00115668552895683,0.00036208013677373,0.000162386870480232,0.00021259669720744,0.000521428645425068,0.00141282480321369,0.000104088445439067,0.000196418411855544,0.000217696483081302,0.000198991775006633,0.000142619738571818,0.000206847811722525,0.000145275435307465,0.000173444241289847,0.00151123632191199,0.00249645040541651,0.00107712310211453,0.000402612273922751,0.000628135223555071,0.000478243706920111,0.00397324177724539,0.0138712666619146,0.00312787282226059,0.00675035278754818,0.0038524861404462,0.0158370471082912,0.00900617672079003,0.0077865324048343,0.0383349548965202,0.0211560233000866,0.0197925855286685,0.0204151560192066,0.0426497255227931,0.025371144269231,0.581316826111424,0.0222779260531644,0.0257251162538224,0.013864567961961,0.0146641419410206,0.0343110668527887,0.0843441603540452,0.0119650986698674,0.0115255365361588,0.0203535308379659,0.012695743131685,0.0102005842894681,0.00189653937825424,0.00262831876578531,0.00382972831156716,0.00130446197852612,0.00286764991374863,0.00200217929515588,0.0044388171270651,0.00562070300440542,0.000998548837903794,0.000404256007244268,0.000397076440579866,0.000312260925229121,0.00124312253965331,0.00194896063913696,0.00503753127606339,0.00521928881288718,0.00305342508930448,0.00664623343876009,0.000215606302890921,0.000282541745542904,0.000390772721542922,0.000451452171150534,0.000689411850584175,0.000534665997424874,0.000427236315086782,0.000258338050535482,0.000209168294568721,0.000113798008534851,0.000112251443232842,0.000231142000892686,0.0138917791038396,9.02841370771155e-05,0.0446776788879899,0.000148365200942119,0.00018332405800897,0.00032984638582603,0.000407073418105798,7.85964422010497e-05,0.00935037795997569,0.00146502351248876,0.000201415503398887,0.000226679044062088,0.0029934473003361,0.0102128943448172,0.000144287420541719,0.000462510471935214,0.00477068126925406
