0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.974577996,0.151369805,0.00874880926,0.0262790908,0.0111281607,0.0891043051,0.125477587,0.0883182775,0.0371824197,0.0294092695,5.10911446e-38,1.13982464e-32,0.00758428706,0.00151636768,1.23262014e-50,5.97486362e-64
0.240133743,2.34515888,0.063993981,0.00388802754,0.0180337209,0.0366886638,0.0636078932,0.0607560447,0.0621345771,0.0473177817,0.0420258909,0.00436578029,0.00343822581,5.95795228e-35,0.000493943288,2.07656805e-118
0.00282088459,1.12010442,2.56184136,0.118940767,0.0147157881,0.0539857062,0.041360786,0.122566825,0.085524651,0.0733569952,0.0321595148,0.0248458132,0.0120293062,2.6586231e-39,6.67045155e-80,1.18947185e-80
0.0410378936,0.0815005829,1.16880401,4.14022281,0.0625698482,0.116615502,0.0752334095,0.0766148284,0.0730893629,0.0546524014,0.0443356626,0.0265571157,0.00412575831,1.38647056e-79,1.26698624e-64,5.27476571e-157
4.19673041e-10,0.126450247,2.15657834e-12,0.273508417,0.231775202,0.0137233733,0.0225585392,0.0311109807,0.0142312028,0.00530426306,0.0132960881,0.00426520062,2.41842796e-38,0.00249126607,1.814653e-104,9.56826578e-94
0.10559814,0.066700269,0.0149726793,9.32703539e-18,4.45742804e-16,0.0554165061,0.0389811348,0.0554955408,0.0426568613,0.0253100174,5.22686376e-74,7.65053681e-50,4.31059746e-63,3.20010844e-58,1.10434594e-112,4.7039831e-138
9.084193e-13,0.101860702,0.010341629,0.0117480169,0.0055356694,2.27561024e-16,0.0377912488,1.02625777e-21,0.0173005609,2.19613255e-48,5.26097369e-54,4.26686266e-73,0.00440714004,1.31284672e-38,9.04985044e-75,5.97459017e-166
0.0359540282,0.170694149,0.0734853682,0.0300452237,2.91989884e-19,0.0242879579,0.0525451809,0.0721974967,0.0663406664,0.0459161426,2.12417476e-39,0.012848423,0.00384942036,0.0117170192,4.88904328e-97,2.56517709e-88
0.0700269779,0.101401068,0.0343308925,1.13430645e-28,0.0433430214,0.0587478614,0.0324249496,0.0584762944,0.0208536379,0.00777340682,0.00690530538,0.00617465018,4.38008111e-46,3.9010196e-68,4.69082078e-106,2.76209236e-130
0.0153340511,2.79941643e-63,0.0174657731,0.207384215,4.23521169e-50,3.34922994e-36,0.0451382885,0.00970364652,0.0670494015,0.0485106354,0.0626475837,0.0390012986,0.00740698582,9.9152289e-119,5.15067801e-112,5.20851281e-116
1.66846886e-64,6.53087623e-32,1.33938898e-24,4.12769147e-65,5.74369752e-78,1.74432966e-90,2.13522353e-93,2.49943297e-19,0.0186659948,3.93009404e-28,3.02015724e-31,0.0408034054,1.37379009e-46,5.46886479e-68,4.10421908e-139,1.54549575e-131
0.0472436907,0.139679917,0.0502310347,4.67713263e-29,2.06363138e-39,4.03823645e-105,0.0315124853,1.27297693e-35,0.150283699,0.0334822053,2.15611077e-42,0.0765831683,1.43175261e-28,1.46897214e-106,9.60833222e-84,1.3196696e-132
1.20464428e-55,0.128480957,3.6453395e-28,3.62669643e-61,0.0192138523,0.00752981787,0.0462798825,0.112103189,0.0205379654,0.0347636881,0.00730372614,0.00666334027,1.06836353e-56,0.00473494581,6.15572896e-85,5.05308567e-99
6.77119009e-75,0.0640703844,0.0386996137,1.38552114e-41,9.87472775e-58,3.59625833e-62,0.0350098778,0.0345924571,4.58618693e-66,3.70697105e-37,2.54826485e-55,0.0342366512,6.92907148e-79,3.38216408e-97,2.81376672e-76,4.1457473e-142
1.07774809e-128,1.8335553e-67,3.22341977e-58,2.54051489e-102,1.86466231e-74,8.7473237e-179,2.11147203e-55,3.80703957e-77,3.33820454e-103,5.82123795e-122,2.74223987e-101,5.36542607e-88,5.8783191e-114,2.81586216e-98,3.11490409e-135,2.0246977e-131
5.16754842e-145,3.94484225e-99,2.86062514e-60,0.0586630493,8.06704383e-60,4.70909855e-107,1.70979948e-133,2.32792123e-102,7.42127342e-124,4.68662514e-136,1.26541787e-131,1.97909543e-91,1.02301794e-133,8.92335236e-124,6.57361457e-126,9.04895761e-118
