0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.257847576,0.100135168,0.0458036774,0.127084549,0.187303683,0.257979215,0.193228849,0.336594917,0.30922329,0.070538523,0.152218422,0.113554852,0.0615771478,0.0404298741,0.0373564987,0.00669781558
0.178249137,0.770818807,0.126353007,0.0893938321,0.0575063231,0.219815579,0.227399212,0.177127045,0.263450303,0.170585267,0.158471291,0.0628050238,0.0889132534,0.0556176145,0.0387559151,0.0134886967
0.145914285,0.352969647,0.882339649,0.310008842,0.0878033161,0.211294343,0.0911142295,0.165645507,0.25510578,0.133087803,0.109222892,0.051837944,0.0616156923,0.0248153626,0.0392820997,0.0522958037
0.0415053747,0.260686913,0.681929499,1.67100807,0.266344449,0.204639942,0.157765096,0.372781663,0.254490869,0.208705381,0.158881713,0.0828919449,0.0587426148,0.0362337333,0.0129249951,0.000626015302
0.152449194,0.0403527309,0.17734556,0.956584354,0.747473605,0.365269979,0.242523037,0.297250794,0.162561984,0.318278622,0.0937373497,0.135322516,0.0849893699,0.0276649176,0.0214095967,0.0497165066
0.246624662,0.093251822,0.0790416058,0.204867788,0.992753107,0.853320503,0.457489561,0.265745555,0.287944489,0.321539788,0.199559888,0.0954298936,0.0931612406,0.0545181631,0.0170750122,3.48407388e-06
0.16330337,0.16928499,0.0907730944,0.180129515,0.317586122,0.439556514,0.668057369,0.444733217,0.231203718,0.228177542,0.220039677,0.246935289,0.101243142,0.0572768339,0.00974062159,0.0248212962
0.12896771,0.219607305,0.0958601352,0.0996702012,0.239546405,0.298953187,0.306342303,0.521367017,0.510712253,0.251296074,0.147519291,0.196720545,0.207242065,0.10056861,0.111409484,0.0383885126
3.75239432e-11,0.252235248,0.150369063,0.1459222,0.266348797,0.177376873,0.363119379,0.348387652,0.3938907,0.389781423,0.238353809,0.197666911,0.0966813603,0.0234037924,0.0532265244,7.30241759e-05
0.000138622045,0.0073297209,0.02827579,0.129584707,0.18685834,0.131553248,0.169202815,0.393752639,0.464534939,0.556651247,0.318427668,0.122253182,0.162523947,0.0990464287,0.0613700738,0.0596663544
0.0283551289,0.0304613089,0.101989787,0.386949156,0.298423992,0.477952248,0.236001646,0.464053305,0.406314308,0.603299664,0.231973686,0.291053827,0.197333552,0.14377182,0.124694792,0.00982611919
0.106247959,0.0621835454,0.0585213722,0.108802565,0.356437338,0.574277189,0.546699177,0.462661146,0.486305996,0.220824496,0.462143721,0.639590054,0.397758991,0.204284068,0.123780529,0.109684868
6.06193015e-08,0.0946852632,0.0652705519,0.0253132268,0.286419963,0.216646288,0.283354109,0.312674071,0.32230567,0.270592125,0.277529477,0.398381793,0.25876186,0.0947893694,0.113889277,0.0817784031
0.0189542956,0.110966265,0.0629986791,0.0630557072,0.107816765,0.493773233,0.288114222,0.462696678,0.417082281,0.430372098,0.387893725,0.516293634,0.289415248,0.215854635,0.136359067,0.0564939475
0.0728168981,0.0260738708,0.0909315193,0.242115267,0.506491395,0.439531838,0.24289862,0.138245804,0.488467243,0.356689765,0.337426065,0.467690646,0.482265927,0.551656694,0.241565408,0.24924717
1.35424505e-09,0.000688316177,0.0413998603,0.111795121,0.0684467694,0.0386038638,0.129207583,0.215447768,0.198027155,0.406778809,0.352954451,0.000198892238,0.466582938,0.000338156572,0.192071526,0.467710373
