0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.4788128,0.55185414,0.334323605,0.132361228,0.138531588,0.281604887,0.406440259,0.493947983,0.113301081,0.0746826414,0.0419640343,0.0179831987,0.00553694265,0.00142187285,0.0,0.000505582194
0.263264243,0.918274813,0.524179768,0.116285331,0.0250556852,0.16985875,0.448042262,0.577627602,0.32478196,0.0722768451,0.0265332306,0.00585664492,0.0,0.0024204018,0.00028580931,0.0
0.168812075,0.535714614,1.08021932,0.388591513,0.0393145217,0.0110571286,0.21680897,0.591908717,0.485585642,0.133959469,0.0443333867,0.0175951639,0.00467677888,0.00751152994,0.00119829213,0.000239287711
0.0939012807,0.153999088,0.417215826,0.979076097,0.128063144,0.033498119,0.0610027034,0.253606638,0.421886057,0.206528142,0.0749213694,0.0480225161,0.00719471109,0.0245565827,0.00239744368,0.0
0.167946317,0.0808360897,0.0728418698,0.356303405,0.80479534,0.205901995,0.0748746418,0.0413841822,0.164106139,0.283182758,0.0809986834,0.0853108114,0.0164317496,0.00756076605,0.00105155415,0.0015792016
0.489661848,0.296565218,0.0398977026,0.0661533092,0.12500062,0.65954203,0.210168617,0.0253383507,0.00744119119,0.0468015533,0.167113552,0.11084633,0.0336293191,0.000839367044,0.0,2.94523467e-06
0.319984866,0.472630659,0.269616873,0.075588594,0.046645734,0.0884928988,0.642245625,0.148784529,0.0325759003,0.00494466873,0.0123221822,0.0397889759,0.0191884087,0.000965680966,0.0,7.676135e-13
0.37824281,0.70078354,0.564193426,0.196423246,0.0236900269,0.00898937822,0.0870751437,0.590987777,0.153469321,0.00324455468,0.0235796486,0.00802859504,0.0117312985,0.0061217339,0.0,0.0
0.166028735,0.516161356,0.730664425,0.415001753,0.0674170325,0.00411946127,0.090163489,0.191874369,0.457516113,0.104913169,0.0171962553,0.00105488179,0.0259360053,0.0120795828,0.00840324698,0.00124138793
0.127256603,0.146586243,0.334933702,0.706502619,0.352848641,0.0831144216,0.010816395,0.0763594681,0.0719518913,0.533831753,0.112210304,0.0284184279,0.0122674409,3.04004664e-06,0.00147155837,0.00700229693
0.121649534,0.0995989954,0.175445499,0.257908401,0.309365024,0.0701661197,0.0704766396,0.0364505998,0.0793133496,0.0551750268,0.371421901,0.127825451,0.01491615,6.01013855e-06,0.00400038647,0.00243485013
0.0186135805,0.00551357874,0.10908009,0.278496861,0.229404069,0.18324847,0.0635861333,0.0156945824,0.0068691263,0.0777296348,0.0945600495,0.389562252,0.0976702124,0.00308734001,0.0,0.0
0.0212793806,0.0,0.0477735588,0.0346141167,0.0850215545,0.1007503,0.11050783,0.0699822752,0.0830907984,0.0172938762,0.0447522374,0.113862629,0.47874739,0.0572918912,0.0145300042,0.0
0.0459608954,0.0701063209,0.11455988,0.150158357,0.0153288467,0.00794963407,0.0216081408,0.0960965711,0.216056745,0.0271571261,0.0175702661,0.047951496,0.082105837,0.510463324,0.0548425643,0.0
0.0,0.0223559403,0.163429174,0.245762052,0.00840593873,0.0,0.0,0.0,0.296636658,0.0844905492,0.0344102225,0.0,0.0582160069,0.142592716,0.156981294,0.0897547179
0.020607383,0.0,0.0361661933,0.0,0.0185817325,1.01978827e-06,0.0413712762,0.0,0.070873007,0.0542524362,0.0766046555,0.0,0.0,0.0,0.110469936,0.270621588
